"participant","prompt","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","dimension","slider_response"
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p01-ss","p01","dottygarter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"age",0.948
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p07-sc","p07","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"age",0.436
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p01-cc","p01","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"age",0.893
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p06-cr","p06","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"age",0.777
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p01-rr","p01","dottygarter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"age",0.981
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p04-sr","p04","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"age",0.394
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p08-ir","p08","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"age",0.068
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p01-ii","p01","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"age",0.39
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p05-rc","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"age",0.329
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p04-ii","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"age",0.758
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p08-ci","p08","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"age",0.092
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p04-rr","p04","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"age",0.754
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p07-cs","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"age",0.328
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p06-ri","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"age",0.414
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p01-cr","p01","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"age",0.97
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p07-ir","p07","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"age",0.383
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p05-rr","p05","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"age",0.26
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>baggy garter</p>","baggygarter-p01-cs","p01","baggygarter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"age",0.949
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p04-cs","p04","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"age",0.373
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p07-ci","p07","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"age",0.089
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-cc","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"age",0.551
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p07-ss","p07","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"age",0.595
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p08-sc","p08","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"age",0.072
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p07-cc","p07","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"age",0.324
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p05-rs","p05","cottonbutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"age",0.317
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-rs","p06","dottybutter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"age",0.258
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p04-ir","p04","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"age",0.656
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p01-rc","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"age",0.913
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-ic","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"age",0.675
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-ii","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"age",0.214
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p07-sr","p07","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"age",0.574
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p05-cr","p05","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"age",0.584
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p01-si","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"age",0.971
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p04-ic","p04","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"age",0.705
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p04-rc","p04","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"age",0.686
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p08-is","p08","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"age",0.069
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p05-sc","p05","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"age",0.397
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p06-is","p06","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"age",0.328
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p08-rs","p08","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"age",0.06
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-ss","p06","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"age",0.384
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p05-is","p05","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"age",0.666
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p07-ri","p07","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"age",0.928
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-ci","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"age",0.643
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p08-ic","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"age",0.061
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p06-si","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"age",0.577
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p08-si","p08","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"age",0.064
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p05-ss","p05","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","ss","tInnovative","tInnovative",TRUE,4,"gender",0.405
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p08-ii","p08","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"gender",0.016
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p07-sc","p07","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,4,"gender",0.614
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p04-cc","p04","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"gender",0.727
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p06-sc","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,4,"gender",0.407
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p05-sc","p05","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,4,"gender",0.389
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dagger party</p>","daggerparty-p01-cr","p01","daggerparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cr","TRAPConservative","tConservative",TRUE,4,"gender",0.987
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p04-cs","p04","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,4,"gender",0.648
"exp101","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p08-ic","p08","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"gender",0.023
